asset_code,asset_name,network,state,latitude,longitude,annual_deferral_aud,year
TN_BY,BOYER SUBSTATION,TasNetworks,TAS,-42.7807604,147.1007365,460000.0,2025
TN_BU,BURNIE SUBSTATION,TasNetworks,TAS,-41.076775,145.890923,1680000.0,2025
TN_CS,CHAPEL STREET SUBSTATION,TasNetworks,TAS,-42.842991,147.255172,990000.0,2025
TN_KE,KERMANDIE SUBSTATION,TasNetworks,TAS,-43.164435,146.945525,400000.0,2025
TN_PL,PORT LATTA SUBSTATION,TasNetworks,TAS,-40.854047,145.378031,310000.0,2025
TN_RA,RAILTON SUBSTATION,TasNetworks,TAS,-41.333952,146.423402,160000.0,2025
TN_RB,ROSEBERY SUBSTATION,TasNetworks,TAS,-41.776977,145.539301,400000.0,2025
TN_SR,SAVAGE RIVER SUBSTATION,TasNetworks,TAS,-41.487375,145.212255,370000.0,2025
TN_SO,SORELL SUBSTATION,TasNetworks,TAS,-42.776213,147.555404,420000.0,2025
TN_SM,ST MARYS SUBSTATION,TasNetworks,TAS,-41.592224,148.183699,50000.0,2025
TN_UL,ULVERSTONE SUBSTATION,TasNetworks,TAS,-41.171572,146.162454,970000.0,2025
TN_WA,WADDAMANA SUBSTATION,TasNetworks,TAS,-42.125229,146.745163,30000.0,2025
TN_GT,GEORGE TOWN SUBSTATION,TasNetworks,TAS,-41.128393,146.885431,80000.0,2025
TN_NW,NORWOOD SUBSTATION,TasNetworks,TAS,-41.473323,147.184294,1520000.0,2025
TN_WV,WESLEY VALE SUBSTATION,TasNetworks,TAS,-41.179448,146.445053,200000.0,2025
TN_SH,SHEFFIELD SUBSTATION,TasNetworks,TAS,-41.335143,146.307425,1310000.0,2025
TN_LF-BEZ,LINDISFARNE-BELLERIVE 33 KV SUB-TRANSMISSION LINE,TasNetworks,TAS,-42.8247913,147.3495422,80000.0,2025
TN_RI-DPZ,RISDON-DERWENT PARK 33 KV SUB-TRANSMISSION LINE,TasNetworks,TAS,-42.835317,147.3164281,170000.0,2025
TN_RI-NTZ,RISDON-NEW TOWN 33 KV SUB-TRANSMISSION LINE,TasNetworks,TAS,-42.835317,147.3164281,170000.0,2025
TN_RI-EHZ,RISDON-EAST HOBART 33 KV SUB-TRANSMISSION LINE,TasNetworks,TAS,-42.835317,147.3164281,170000.0,2025
TN_CR-CLZ,CREEK RD -CLAREMONT 33 KV SUB-TRANSMISSION LINE,TasNetworks,TAS,-42.7955785,147.2434829,170000.0,2025
TN_CR-SBZ,CREEK RD -SANDY BAY 33 KV SUB-TRANSMISSION LINE,TasNetworks,TAS,-42.9055058,147.3272529,170000.0,2025
UE_HGS,HASTINGS ZONE SUBSTATION,United Energy,VIC,-38.288804,145.192585,220000.0,2025
UE_DC,DONCASTER ZONE SUBSTATION,United Energy,VIC,-37.798509,145.135316,320000.0,2025
UE_EM,EAST MALVERN ZONE SUBSTATION,United Energy,VIC,-37.878881,145.070911,220000.0,2025
UE_SR,SANDRINGHAM ZONE SUBSTATION,United Energy,VIC,-37.94687,145.022867,220000.0,2025
UE_MGE-12,MGE-12 (MULGRAVE) HV FEEDER,United Energy,VIC,-37.922463,145.184961,100000.0,2025
UE_K-31,K31,United Energy,VIC,-37.851459,145.053364,10000.0,2025
UE_K-34,"K34 (EM NEW WEST FEEDER, K34 OFFLOAD)",United Energy,VIC,-37.851459,145.053364,70000.0,2025
UE_NW-21,NW21,United Energy,VIC,-37.81123,145.178026,20000.0,2025
UE_HTS-MR-BT-NB-HTS,BT-MR 66KV THERMAL UPRATE,United Energy,VIC,-37.932698,145.029094,10000.0,2025
